原字,类型,前加字,上加字,基字,下加字,再下加字,元音,后加字,再后加字
ཤྭེགས,藏文字符,,,ཤ,ྭ,,ེ,ག,ས
ཤྭེངས,藏文字符,,,ཤ,ྭ,,ེ,ང,ས
ཤྭེབས,藏文字符,,,ཤ,ྭ,,ེ,བ,ས
ཤྭེམས,藏文字符,,,ཤ,ྭ,,ེ,མ,ས
ཤྭོགས,藏文字符,,,ཤ,ྭ,,ོ,ག,ས
ཤྭོངས,藏文字符,,,ཤ,ྭ,,ོ,ང,ས
ཤྭོབས,藏文字符,,,ཤ,ྭ,,ོ,བ,ས
ཤྭོམས,藏文字符,,,ཤ,ྭ,,ོ,མ,ས
ཧྭགས,藏文字符,,,ཧ,ྭ,,,ག,ས
ཧྭངས,藏文字符,,,ཧ,ྭ,,,ང,ས
ཧྭབས,藏文字符,,,ཧ,ྭ,,,བ,ས
ཧྭམས,藏文字符,,,ཧ,ྭ,,,མ,ས
ཧྭིགས,藏文字符,,,ཧ,ྭ,,ི,ག,ས
ཧྭིངས,藏文字符,,,ཧ,ྭ,,ི,ང,ས
ཧྭིབས,藏文字符,,,ཧ,ྭ,,ི,བ,ས
ཧྭིམས,藏文字符,,,ཧ,ྭ,,ི,མ,ས
ཧྭུགས,藏文字符,,,ཧ,ྭ,,ུ,ག,ས
ཧྭུངས,藏文字符,,,ཧ,ྭ,,ུ,ང,ས
ཧྭུབས,藏文字符,,,ཧ,ྭ,,ུ,བ,ས
ཧྭུམས,藏文字符,,,ཧ,ྭ,,ུ,མ,ས
ཧྭེགས,藏文字符,,,ཧ,ྭ,,ེ,ག,ས
ཧྭེངས,藏文字符,,,ཧ,ྭ,,ེ,ང,ས
ཧྭེབས,藏文字符,,,ཧ,ྭ,,ེ,བ,ས
ཧྭེམས,藏文字符,,,ཧ,ྭ,,ེ,མ,ས
ཧྭོགས,藏文字符,,,ཧ,ྭ,,ོ,ག,ས
ཧྭོངས,藏文字符,,,ཧ,ྭ,,ོ,ང,ས
ཧྭོབས,藏文字符,,,ཧ,ྭ,,ོ,བ,ས
ཧྭོམས,藏文字符,,,ཧ,ྭ,,ོ,མ,ས
རྩྭགས,藏文字符,,ར,ྩ,ྭ,,,ག,ས
རྩྭངས,藏文字符,,ར,ྩ,ྭ,,,ང,ས
རྩྭབས,藏文字符,,ར,ྩ,ྭ,,,བ,ས
རྩྭམས,藏文字符,,ར,ྩ,ྭ,,,མ,ས
རྩྭིགས,藏文字符,,ར,ྩ,ྭ,,ི,ག,ས
རྩྭིངས,藏文字符,,ར,ྩ,ྭ,,ི,ང,ས
རྩྭིབས,藏文字符,,ར,ྩ,ྭ,,ི,བ,ས
རྩྭིམས,藏文字符,,ར,ྩ,ྭ,,ི,མ,ས
རྩྭུགས,藏文字符,,ར,ྩ,ྭ,,ུ,ག,ས
རྩྭུངས,藏文字符,,ར,ྩ,ྭ,,ུ,ང,ས
རྩྭུབས,藏文字符,,ར,ྩ,ྭ,,ུ,བ,ས
རྩྭུམས,藏文字符,,ར,ྩ,ྭ,,ུ,མ,ས
རྩྭེགས,藏文字符,,ར,ྩ,ྭ,,ེ,ག,ས
རྩྭེངས,藏文字符,,ར,ྩ,ྭ,,ེ,ང,ས
རྩྭེབས,藏文字符,,ར,ྩ,ྭ,,ེ,བ,ས
རྩྭེམས,藏文字符,,ར,ྩ,ྭ,,ེ,མ,ས
རྩྭོགས,藏文字符,,ར,ྩ,ྭ,,ོ,ག,ས
རྩྭོངས,藏文字符,,ར,ྩ,ྭ,,ོ,ང,ས
རྩྭོབས,藏文字符,,ར,ྩ,ྭ,,ོ,བ,ས
རྩྭོམས,藏文字符,,ར,ྩ,ྭ,,ོ,མ,ས
གྲྭགས,藏文字符,,,ག,ྲ,ྭ,,ག,ས
གྲྭངས,藏文字符,,,ག,ྲ,ྭ,,ང,ས
གྲྭབས,藏文字符,,,ག,ྲ,ྭ,,བ,ས
གྲྭམས,藏文字符,,,ག,ྲ,ྭ,,མ,ས
གྲྭིགས,藏文字符,,,ག,ྲ,ྭ,ི,ག,ས
གྲྭིངས,藏文字符,,,ག,ྲ,ྭ,ི,ང,ས
གྲྭིབས,藏文字符,,,ག,ྲ,ྭ,ི,བ,ས
གྲྭིམས,藏文字符,,,ག,ྲ,ྭ,ི,མ,ས
གྲྭུགས,藏文字符,,,ག,ྲ,ྭ,ུ,ག,ས
གྲྭུངས,藏文字符,,,ག,ྲ,ྭ,ུ,ང,ས
གྲྭུབས,藏文字符,,,ག,ྲ,ྭ,ུ,བ,ས
གྲྭུམས,藏文字符,,,ག,ྲ,ྭ,ུ,མ,ས
གྲྭེགས,藏文字符,,,ག,ྲ,ྭ,ེ,ག,ས
གྲྭེངས,藏文字符,,,ག,ྲ,ྭ,ེ,ང,ས
གྲྭེབས,藏文字符,,,ག,ྲ,ྭ,ེ,བ,ས
གྲྭེམས,藏文字符,,,ག,ྲ,ྭ,ེ,མ,ས
གྲྭོགས,藏文字符,,,ག,ྲ,ྭ,ོ,ག,ས
གྲྭོངས,藏文字符,,,ག,ྲ,ྭ,ོ,ང,ས
གྲྭོབས,藏文字符,,,ག,ྲ,ྭ,ོ,བ,ས
གྲྭོམས,藏文字符,,,ག,ྲ,ྭ,ོ,མ,ས
ཕྱྭགས,藏文字符,,,ཕ,ྱ,ྭ,,ག,ས
ཕྱྭངས,藏文字符,,,ཕ,ྱ,ྭ,,ང,ས
ཕྱྭབས,藏文字符,,,ཕ,ྱ,ྭ,,བ,ས
ཕྱྭམས,藏文字符,,,ཕ,ྱ,ྭ,,མ,ས
ཕྱྭིགས,藏文字符,,,ཕ,ྱ,ྭ,ི,ག,ས
ཕྱྭིངས,藏文字符,,,ཕ,ྱ,ྭ,ི,ང,ས
ཕྱྭིབས,藏文字符,,,ཕ,ྱ,ྭ,ི,བ,ས
ཕྱྭིམས,藏文字符,,,ཕ,ྱ,ྭ,ི,མ,ས
ཕྱྭུགས,藏文字符,,,ཕ,ྱ,ྭ,ུ,ག,ས
ཕྱྭུངས,藏文字符,,,ཕ,ྱ,ྭ,ུ,ང,ས
ཕྱྭུབས,藏文字符,,,ཕ,ྱ,ྭ,ུ,བ,ས
ཕྱྭུམས,藏文字符,,,ཕ,ྱ,ྭ,ུ,མ,ས
ཕྱྭེགས,藏文字符,,,ཕ,ྱ,ྭ,ེ,ག,ས
ཕྱྭེངས,藏文字符,,,ཕ,ྱ,ྭ,ེ,ང,ས
ཕྱྭེབས,藏文字符,,,ཕ,ྱ,ྭ,ེ,བ,ས
ཕྱྭེམས,藏文字符,,,ཕ,ྱ,ྭ,ེ,མ,ས
ཕྱྭོགས,藏文字符,,,ཕ,ྱ,ྭ,ོ,ག,ས
ཕྱྭོངས,藏文字符,,,ཕ,ྱ,ྭ,ོ,ང,ས
ཕྱྭོབས,藏文字符,,,ཕ,ྱ,ྭ,ོ,བ,ས
ཕྱྭོམས,藏文字符,,,ཕ,ྱ,ྭ,ོ,མ,ས
ཀནད,藏文字符,,,ཀ,,,,ན,ད
ཀརད,藏文字符,,,ཀ,,,,ར,ད
ཀལད,藏文字符,,,ཀ,,,,ལ,ད
ཀིནད,藏文字符,,,ཀ,,,ི,ན,ད
ཀིརད,藏文字符,,,ཀ,,,ི,ར,ད
ཀིལད,藏文字符,,,ཀ,,,ི,ལ,ད
ཀུནད,藏文字符,,,ཀ,,,ུ,ན,ད
ཀུརད,藏文字符,,,ཀ,,,ུ,ར,ད
ཀུལད,藏文字符,,,ཀ,,,ུ,ལ,ད
ཀེནད,藏文字符,,,ཀ,,,ེ,ན,ད
ཀེརད,藏文字符,,,ཀ,,,ེ,ར,ད
ཀེལད,藏文字符,,,ཀ,,,ེ,ལ,ད
ཀོནད,藏文字符,,,ཀ,,,ོ,ན,ད
ཀོརད,藏文字符,,,ཀ,,,ོ,ར,ད
ཀོལད,藏文字符,,,ཀ,,,ོ,ལ,ད
ཁནད,藏文字符,,,ཁ,,,,ན,ད
ཁརད,藏文字符,,,ཁ,,,,ར,ད
ཁལད,藏文字符,,,ཁ,,,,ལ,ད
ཁིནད,藏文字符,,,ཁ,,,ི,ན,ད
ཁིརད,藏文字符,,,ཁ,,,ི,ར,ད
ཁིལད,藏文字符,,,ཁ,,,ི,ལ,ད
ཁུནད,藏文字符,,,ཁ,,,ུ,ན,ད
ཁུརད,藏文字符,,,ཁ,,,ུ,ར,ད
ཁུལད,藏文字符,,,ཁ,,,ུ,ལ,ད
ཁེནད,藏文字符,,,ཁ,,,ེ,ན,ད
ཁེརད,藏文字符,,,ཁ,,,ེ,ར,ད
ཁེལད,藏文字符,,,ཁ,,,ེ,ལ,ད
ཁོནད,藏文字符,,,ཁ,,,ོ,ན,ད
ཁོརད,藏文字符,,,ཁ,,,ོ,ར,ད
ཁོལད,藏文字符,,,ཁ,,,ོ,ལ,ད
གནད,藏文字符,,,ག,,,,ན,ད
གརད,藏文字符,,,ག,,,,ར,ད
གལད,藏文字符,,,ག,,,,ལ,ད
གིནད,藏文字符,,,ག,,,ི,ན,ད
གིརད,藏文字符,,,ག,,,ི,ར,ད
གིལད,藏文字符,,,ག,,,ི,ལ,ད
གུནད,藏文字符,,,ག,,,ུ,ན,ད
གུརད,藏文字符,,,ག,,,ུ,ར,ད
གུལད,藏文字符,,,ག,,,ུ,ལ,ད
གེནད,藏文字符,,,ག,,,ེ,ན,ད
གེརད,藏文字符,,,ག,,,ེ,ར,ད
གེལད,藏文字符,,,ག,,,ེ,ལ,ད
གོནད,藏文字符,,,ག,,,ོ,ན,ད
གོརད,藏文字符,,,ག,,,ོ,ར,ད
གོལད,藏文字符,,,ག,,,ོ,ལ,ད
ངནད,藏文字符,,,ང,,,,ན,ད
ངརད,藏文字符,,,ང,,,,ར,ད
ངལད,藏文字符,,,ང,,,,ལ,ད
ངིནད,藏文字符,,,ང,,,ི,ན,ད
ངིརད,藏文字符,,,ང,,,ི,ར,ད
ངིལད,藏文字符,,,ང,,,ི,ལ,ད
ངུནད,藏文字符,,,ང,,,ུ,ན,ད
ངུརད,藏文字符,,,ང,,,ུ,ར,ད
ངུལད,藏文字符,,,ང,,,ུ,ལ,ད
ངེནད,藏文字符,,,ང,,,ེ,ན,ད
ངེརད,藏文字符,,,ང,,,ེ,ར,ད
ངེལད,藏文字符,,,ང,,,ེ,ལ,ད
ངོནད,藏文字符,,,ང,,,ོ,ན,ད
ངོརད,藏文字符,,,ང,,,ོ,ར,ད
ངོལད,藏文字符,,,ང,,,ོ,ལ,ད
ཅནད,藏文字符,,,ཅ,,,,ན,ད
ཅརད,藏文字符,,,ཅ,,,,ར,ད
ཅལད,藏文字符,,,ཅ,,,,ལ,ད
ཅིནད,藏文字符,,,ཅ,,,ི,ན,ད
ཅིརད,藏文字符,,,ཅ,,,ི,ར,ད
ཅིལད,藏文字符,,,ཅ,,,ི,ལ,ད
ཅུནད,藏文字符,,,ཅ,,,ུ,ན,ད
ཅུརད,藏文字符,,,ཅ,,,ུ,ར,ད
ཅུལད,藏文字符,,,ཅ,,,ུ,ལ,ད
ཅེནད,藏文字符,,,ཅ,,,ེ,ན,ད
ཅེརད,藏文字符,,,ཅ,,,ེ,ར,ད
ཅེལད,藏文字符,,,ཅ,,,ེ,ལ,ད
ཅོནད,藏文字符,,,ཅ,,,ོ,ན,ད
ཅོརད,藏文字符,,,ཅ,,,ོ,ར,ད
ཅོལད,藏文字符,,,ཅ,,,ོ,ལ,ད
ཆནད,藏文字符,,,ཆ,,,,ན,ད
ཆརད,藏文字符,,,ཆ,,,,ར,ད
ཆལད,藏文字符,,,ཆ,,,,ལ,ད
ཆིནད,藏文字符,,,ཆ,,,ི,ན,ད
ཆིརད,藏文字符,,,ཆ,,,ི,ར,ད
ཆིལད,藏文字符,,,ཆ,,,ི,ལ,ད
ཆུནད,藏文字符,,,ཆ,,,ུ,ན,ད
ཆུརད,藏文字符,,,ཆ,,,ུ,ར,ད
ཆུལད,藏文字符,,,ཆ,,,ུ,ལ,ད
ཆེནད,藏文字符,,,ཆ,,,ེ,ན,ད
ཆེརད,藏文字符,,,ཆ,,,ེ,ར,ད
ཆེལད,藏文字符,,,ཆ,,,ེ,ལ,ད
ཆོནད,藏文字符,,,ཆ,,,ོ,ན,ད
ཆོརད,藏文字符,,,ཆ,,,ོ,ར,ད
ཆོལད,藏文字符,,,ཆ,,,ོ,ལ,ད
ཇནད,藏文字符,,,ཇ,,,,ན,ད
ཇརད,藏文字符,,,ཇ,,,,ར,ད
ཇལད,藏文字符,,,ཇ,,,,ལ,ད
ཇིནད,藏文字符,,,ཇ,,,ི,ན,ད
ཇིརད,藏文字符,,,ཇ,,,ི,ར,ད
ཇིལད,藏文字符,,,ཇ,,,ི,ལ,ད
ཇུནད,藏文字符,,,ཇ,,,ུ,ན,ད
ཇུརད,藏文字符,,,ཇ,,,ུ,ར,ད
ཇུལད,藏文字符,,,ཇ,,,ུ,ལ,ད
ཇེནད,藏文字符,,,ཇ,,,ེ,ན,ད
ཇེརད,藏文字符,,,ཇ,,,ེ,ར,ད
ཇེལད,藏文字符,,,ཇ,,,ེ,ལ,ད
ཇོནད,藏文字符,,,ཇ,,,ོ,ན,ད
ཇོརད,藏文字符,,,ཇ,,,ོ,ར,ད
ཇོལད,藏文字符,,,ཇ,,,ོ,ལ,ད
ཉནད,藏文字符,,,ཉ,,,,ན,ད
ཉརད,藏文字符,,,ཉ,,,,ར,ད
ཉལད,藏文字符,,,ཉ,,,,ལ,ད
ཉིནད,藏文字符,,,ཉ,,,ི,ན,ད
ཉིརད,藏文字符,,,ཉ,,,ི,ར,ད
ཉིལད,藏文字符,,,ཉ,,,ི,ལ,ད
ཉུནད,藏文字符,,,ཉ,,,ུ,ན,ད
ཉུརད,藏文字符,,,ཉ,,,ུ,ར,ད
ཉུལད,藏文字符,,,ཉ,,,ུ,ལ,ད
ཉེནད,藏文字符,,,ཉ,,,ེ,ན,ད
ཉེརད,藏文字符,,,ཉ,,,ེ,ར,ད
ཉེལད,藏文字符,,,ཉ,,,ེ,ལ,ད
ཉོནད,藏文字符,,,ཉ,,,ོ,ན,ད
ཉོརད,藏文字符,,,ཉ,,,ོ,ར,ད
ཉོལད,藏文字符,,,ཉ,,,ོ,ལ,ད
ཏནད,藏文字符,,,ཏ,,,,ན,ད
ཏརད,藏文字符,,,ཏ,,,,ར,ད
ཏལད,藏文字符,,,ཏ,,,,ལ,ད
ཏིནད,藏文字符,,,ཏ,,,ི,ན,ད
ཏིརད,藏文字符,,,ཏ,,,ི,ར,ད
ཏིལད,藏文字符,,,ཏ,,,ི,ལ,ད
ཏུནད,藏文字符,,,ཏ,,,ུ,ན,ད
ཏུརད,藏文字符,,,ཏ,,,ུ,ར,ད
ཏུལད,藏文字符,,,ཏ,,,ུ,ལ,ད
ཏེནད,藏文字符,,,ཏ,,,ེ,ན,ད
ཏེརད,藏文字符,,,ཏ,,,ེ,ར,ད
ཏེལད,藏文字符,,,ཏ,,,ེ,ལ,ད
ཏོནད,藏文字符,,,ཏ,,,ོ,ན,ད
ཏོརད,藏文字符,,,ཏ,,,ོ,ར,ད
ཏོལད,藏文字符,,,ཏ,,,ོ,ལ,ད
ཐནད,藏文字符,,,ཐ,,,,ན,ད
ཐརད,藏文字符,,,ཐ,,,,ར,ད
ཐལད,藏文字符,,,ཐ,,,,ལ,ད
ཐིནད,藏文字符,,,ཐ,,,ི,ན,ད
ཐིརད,藏文字符,,,ཐ,,,ི,ར,ད
ཐིལད,藏文字符,,,ཐ,,,ི,ལ,ད
ཐུནད,藏文字符,,,ཐ,,,ུ,ན,ད
ཐུརད,藏文字符,,,ཐ,,,ུ,ར,ད
ཐུལད,藏文字符,,,ཐ,,,ུ,ལ,ད
ཐེནད,藏文字符,,,ཐ,,,ེ,ན,ད
ཐེརད,藏文字符,,,ཐ,,,ེ,ར,ད
ཐེལད,藏文字符,,,ཐ,,,ེ,ལ,ད
ཐོནད,藏文字符,,,ཐ,,,ོ,ན,ད
ཐོརད,藏文字符,,,ཐ,,,ོ,ར,ད
ཐོལད,藏文字符,,,ཐ,,,ོ,ལ,ད
དནད,藏文字符,,,ད,,,,ན,ད
དརད,藏文字符,,,ད,,,,ར,ད
དལད,藏文字符,,,ད,,,,ལ,ད
དིནད,藏文字符,,,ད,,,ི,ན,ད
དིརད,藏文字符,,,ད,,,ི,ར,ད
དིལད,藏文字符,,,ད,,,ི,ལ,ད
དུནད,藏文字符,,,ད,,,ུ,ན,ད
དུརད,藏文字符,,,ད,,,ུ,ར,ད
དུལད,藏文字符,,,ད,,,ུ,ལ,ད
དེནད,藏文字符,,,ད,,,ེ,ན,ད
དེརད,藏文字符,,,ད,,,ེ,ར,ད
དེལད,藏文字符,,,ད,,,ེ,ལ,ད
དོནད,藏文字符,,,ད,,,ོ,ན,ད
དོརད,藏文字符,,,ད,,,ོ,ར,ད
དོལད,藏文字符,,,ད,,,ོ,ལ,ད
ནནད,藏文字符,,,ན,,,,ན,ད
ནརད,藏文字符,,,ན,,,,ར,ད
ནལད,藏文字符,,,ན,,,,ལ,ད
ནིནད,藏文字符,,,ན,,,ི,ན,ད
ནིརད,藏文字符,,,ན,,,ི,ར,ད
ནིལད,藏文字符,,,ན,,,ི,ལ,ད
ནུནད,藏文字符,,,ན,,,ུ,ན,ད
ནུརད,藏文字符,,,ན,,,ུ,ར,ད
ནུལད,藏文字符,,,ན,,,ུ,ལ,ད
ནེནད,藏文字符,,,ན,,,ེ,ན,ད
ནེརད,藏文字符,,,ན,,,ེ,ར,ད
ནེལད,藏文字符,,,ན,,,ེ,ལ,ད
ནོནད,藏文字符,,,ན,,,ོ,ན,ད
ནོརད,藏文字符,,,ན,,,ོ,ར,ད
ནོལད,藏文字符,,,ན,,,ོ,ལ,ད
པནད,藏文字符,,,པ,,,,ན,ད
པརད,藏文字符,,,པ,,,,ར,ད
པལད,藏文字符,,,པ,,,,ལ,ད
པིནད,藏文字符,,,པ,,,ི,ན,ད
པིརད,藏文字符,,,པ,,,ི,ར,ད
པིལད,藏文字符,,,པ,,,ི,ལ,ད
པུནད,藏文字符,,,པ,,,ུ,ན,ད
པུརད,藏文字符,,,པ,,,ུ,ར,ད
པུལད,藏文字符,,,པ,,,ུ,ལ,ད
པེནད,藏文字符,,,པ,,,ེ,ན,ད
པེརད,藏文字符,,,པ,,,ེ,ར,ད
པེལད,藏文字符,,,པ,,,ེ,ལ,ད
པོནད,藏文字符,,,པ,,,ོ,ན,ད
པོརད,藏文字符,,,པ,,,ོ,ར,ད
པོལད,藏文字符,,,པ,,,ོ,ལ,ད
ཕནད,藏文字符,,,ཕ,,,,ན,ད
ཕརད,藏文字符,,,ཕ,,,,ར,ད
ཕལད,藏文字符,,,ཕ,,,,ལ,ད
ཕིནད,藏文字符,,,ཕ,,,ི,ན,ད
ཕིརད,藏文字符,,,ཕ,,,ི,ར,ད
ཕིལད,藏文字符,,,ཕ,,,ི,ལ,ད
ཕུནད,藏文字符,,,ཕ,,,ུ,ན,ད
ཕུརད,藏文字符,,,ཕ,,,ུ,ར,ད
ཕུལད,藏文字符,,,ཕ,,,ུ,ལ,ད
ཕེནད,藏文字符,,,ཕ,,,ེ,ན,ད
ཕེརད,藏文字符,,,ཕ,,,ེ,ར,ད
ཕེལད,藏文字符,,,ཕ,,,ེ,ལ,ད
ཕོནད,藏文字符,,,ཕ,,,ོ,ན,ད
ཕོརད,藏文字符,,,ཕ,,,ོ,ར,ད
ཕོལད,藏文字符,,,ཕ,,,ོ,ལ,ད
བནད,藏文字符,,,བ,,,,ན,ད
བརད,藏文字符,,,བ,,,,ར,ད
བལད,藏文字符,,,བ,,,,ལ,ད
བིནད,藏文字符,,,བ,,,ི,ན,ད
བིརད,藏文字符,,,བ,,,ི,ར,ད
བིལད,藏文字符,,,བ,,,ི,ལ,ད
བུནད,藏文字符,,,བ,,,ུ,ན,ད
བུརད,藏文字符,,,བ,,,ུ,ར,ད
བུལད,藏文字符,,,བ,,,ུ,ལ,ད
བེནད,藏文字符,,,བ,,,ེ,ན,ད
བེརད,藏文字符,,,བ,,,ེ,ར,ད
བེལད,藏文字符,,,བ,,,ེ,ལ,ད
བོནད,藏文字符,,,བ,,,ོ,ན,ད
བོརད,藏文字符,,,བ,,,ོ,ར,ད
བོལད,藏文字符,,,བ,,,ོ,ལ,ད
མནད,藏文字符,,,མ,,,,ན,ད
མརད,藏文字符,,,མ,,,,ར,ད
མལད,藏文字符,,,མ,,,,ལ,ད
མིནད,藏文字符,,,མ,,,ི,ན,ད
མིརད,藏文字符,,,མ,,,ི,ར,ད
མིལད,藏文字符,,,མ,,,ི,ལ,ད
མུནད,藏文字符,,,མ,,,ུ,ན,ད
མུརད,藏文字符,,,མ,,,ུ,ར,ད
མུལད,藏文字符,,,མ,,,ུ,ལ,ད
མེནད,藏文字符,,,མ,,,ེ,ན,ད
མེརད,藏文字符,,,མ,,,ེ,ར,ད
མེལད,藏文字符,,,མ,,,ེ,ལ,ད
མོནད,藏文字符,,,མ,,,ོ,ན,ད
མོརད,藏文字符,,,མ,,,ོ,ར,ད
མོལད,藏文字符,,,མ,,,ོ,ལ,ད
ཙནད,藏文字符,,,ཙ,,,,ན,ད
ཙརད,藏文字符,,,ཙ,,,,ར,ད
ཙལད,藏文字符,,,ཙ,,,,ལ,ད
ཙིནད,藏文字符,,,ཙ,,,ི,ན,ད
ཙིརད,藏文字符,,,ཙ,,,ི,ར,ད
ཙིལད,藏文字符,,,ཙ,,,ི,ལ,ད
ཙུནད,藏文字符,,,ཙ,,,ུ,ན,ད
ཙུརད,藏文字符,,,ཙ,,,ུ,ར,ད
ཙུལད,藏文字符,,,ཙ,,,ུ,ལ,ད
ཙེནད,藏文字符,,,ཙ,,,ེ,ན,ད
ཙེརད,藏文字符,,,ཙ,,,ེ,ར,ད
ཙེལད,藏文字符,,,ཙ,,,ེ,ལ,ད
ཙོནད,藏文字符,,,ཙ,,,ོ,ན,ད
ཙོརད,藏文字符,,,ཙ,,,ོ,ར,ད
ཙོལད,藏文字符,,,ཙ,,,ོ,ལ,ད
ཚནད,藏文字符,,,ཚ,,,,ན,ད
ཚརད,藏文字符,,,ཚ,,,,ར,ད
ཚལད,藏文字符,,,ཚ,,,,ལ,ད
ཚིནད,藏文字符,,,ཚ,,,ི,ན,ད
ཚིརད,藏文字符,,,ཚ,,,ི,ར,ད
ཚིལད,藏文字符,,,ཚ,,,ི,ལ,ད
ཚུནད,藏文字符,,,ཚ,,,ུ,ན,ད
ཚུརད,藏文字符,,,ཚ,,,ུ,ར,ད
ཚུལད,藏文字符,,,ཚ,,,ུ,ལ,ད
ཚེནད,藏文字符,,,ཚ,,,ེ,ན,ད
ཚེརད,藏文字符,,,ཚ,,,ེ,ར,ད
ཚེལད,藏文字符,,,ཚ,,,ེ,ལ,ད
ཚོནད,藏文字符,,,ཚ,,,ོ,ན,ད
ཚོརད,藏文字符,,,ཚ,,,ོ,ར,ད
ཚོལད,藏文字符,,,ཚ,,,ོ,ལ,ད
ཛནད,藏文字符,,,ཛ,,,,ན,ད
ཛརད,藏文字符,,,ཛ,,,,ར,ད
ཛལད,藏文字符,,,ཛ,,,,ལ,ད
ཛིནད,藏文字符,,,ཛ,,,ི,ན,ད
ཛིརད,藏文字符,,,ཛ,,,ི,ར,ད
ཛིལད,藏文字符,,,ཛ,,,ི,ལ,ད
ཛུནད,藏文字符,,,ཛ,,,ུ,ན,ད
ཛུརད,藏文字符,,,ཛ,,,ུ,ར,ད
ཛུལད,藏文字符,,,ཛ,,,ུ,ལ,ད
ཛེནད,藏文字符,,,ཛ,,,ེ,ན,ད
ཛེརད,藏文字符,,,ཛ,,,ེ,ར,ད
ཛེལད,藏文字符,,,ཛ,,,ེ,ལ,ད
ཛོནད,藏文字符,,,ཛ,,,ོ,ན,ད
ཛོརད,藏文字符,,,ཛ,,,ོ,ར,ད
ཛོལད,藏文字符,,,ཛ,,,ོ,ལ,ད
ཝནད,藏文字符,,,ཝ,,,,ན,ད
ཝརད,藏文字符,,,ཝ,,,,ར,ད
ཝལད,藏文字符,,,ཝ,,,,ལ,ད
ཝིནད,藏文字符,,,ཝ,,,ི,ན,ད
ཝིརད,藏文字符,,,ཝ,,,ི,ར,ད
ཝིལད,藏文字符,,,ཝ,,,ི,ལ,ད
ཝུནད,藏文字符,,,ཝ,,,ུ,ན,ད
ཝུརད,藏文字符,,,ཝ,,,ུ,ར,ད
ཝུལད,藏文字符,,,ཝ,,,ུ,ལ,ད
ཝེནད,藏文字符,,,ཝ,,,ེ,ན,ད
ཝེརད,藏文字符,,,ཝ,,,ེ,ར,ད
ཝེལད,藏文字符,,,ཝ,,,ེ,ལ,ད
ཝོནད,藏文字符,,,ཝ,,,ོ,ན,ད
ཝོརད,藏文字符,,,ཝ,,,ོ,ར,ད
ཝོལད,藏文字符,,,ཝ,,,ོ,ལ,ད
ཞནད,藏文字符,,,ཞ,,,,ན,ད
ཞརད,藏文字符,,,ཞ,,,,ར,ད
ཞལད,藏文字符,,,ཞ,,,,ལ,ད
ཞིནད,藏文字符,,,ཞ,,,ི,ན,ད
ཞིརད,藏文字符,,,ཞ,,,ི,ར,ད
ཞིལད,藏文字符,,,ཞ,,,ི,ལ,ད
ཞུནད,藏文字符,,,ཞ,,,ུ,ན,ད
ཞུརད,藏文字符,,,ཞ,,,ུ,ར,ད
ཞུལད,藏文字符,,,ཞ,,,ུ,ལ,ད
ཞེནད,藏文字符,,,ཞ,,,ེ,ན,ད
ཞེརད,藏文字符,,,ཞ,,,ེ,ར,ད
ཞེལད,藏文字符,,,ཞ,,,ེ,ལ,ད
ཞོནད,藏文字符,,,ཞ,,,ོ,ན,ད
ཞོརད,藏文字符,,,ཞ,,,ོ,ར,ད
ཞོལད,藏文字符,,,ཞ,,,ོ,ལ,ད
ཟནད,藏文字符,,,ཟ,,,,ན,ད
ཟརད,藏文字符,,,ཟ,,,,ར,ད
ཟལད,藏文字符,,,ཟ,,,,ལ,ད
ཟིནད,藏文字符,,,ཟ,,,ི,ན,ད
ཟིརད,藏文字符,,,ཟ,,,ི,ར,ད
ཟིལད,藏文字符,,,ཟ,,,ི,ལ,ད
ཟུནད,藏文字符,,,ཟ,,,ུ,ན,ད
ཟུརད,藏文字符,,,ཟ,,,ུ,ར,ད
ཟུལད,藏文字符,,,ཟ,,,ུ,ལ,ད
ཟེནད,藏文字符,,,ཟ,,,ེ,ན,ད
ཟེརད,藏文字符,,,ཟ,,,ེ,ར,ད
ཟེལད,藏文字符,,,ཟ,,,ེ,ལ,ད
ཟོནད,藏文字符,,,ཟ,,,ོ,ན,ད
ཟོརད,藏文字符,,,ཟ,,,ོ,ར,ད
ཟོལད,藏文字符,,,ཟ,,,ོ,ལ,ད
འནད,藏文字符,,,འ,,,,ན,ད
